epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr,time_s
1,11.647350381571671,42.28448275862069,1.0010268770415207,48.10344827586207,0.3816972196131748,0.001,126.62378692626953
2,0.5709414190259473,72.37068965517241,0.3372247171813044,83.87931034482759,0.8305794888896348,0.001,112.32778930664062
3,0.38478633072869534,82.97413793103448,0.20370399129801783,93.1896551724138,0.9283142652846003,0.001,110.7022602558136
4,0.2178077092008858,92.24137931034483,0.08803699538432833,97.24137931034483,0.9715917611798334,0.001,106.98329329490662
5,0.18317951087936246,94.375,0.09121492060126159,97.5,0.974354461378802,0.001,97.98941612243652
6,0.12217305052246706,95.84051724137932,0.0747179513797164,97.15517241379311,0.9708662512525185,0.001,110.64374279975891
7,0.10013886192042766,96.9396551724138,0.05303150504538468,98.96551724137932,0.9893625188900275,0.001,109.5578224658966
8,0.11563263257146524,96.20689655172414,0.04382788560128417,99.05172413793103,0.9903276824886384,0.001,110.21218681335449
9,0.10501380007521345,96.98275862068965,0.053664968049571174,98.70689655172414,0.9867445609576582,0.001,110.63058280944824
10,0.14112839343263126,96.57327586206897,0.0511535915749846,98.01724137931035,0.9795279958010933,0.001,110.47186875343323
11,0.11661981785256448,96.76724137931035,0.23878588798066505,93.01724137931035,0.9280825635071868,0.001,109.17730259895325
12,0.13357639439395982,96.8103448275862,0.05204286380662936,98.87931034482759,0.9886795330874278,0.0005,111.07915592193604
13,0.07097517160200996,97.95258620689656,0.04441070424609593,99.05172413793103,0.9903370686661217,0.0005,93.78455758094788
14,0.06626476189603323,98.0603448275862,0.02813843205924435,99.3103448275862,0.9929569830469381,0.0005,79.35650897026062
15,0.04661916706064748,98.62068965517241,0.03305263444870528,98.87931034482759,0.9884359346726042,0.0005,102.17066431045532
16,0.05747322896844206,98.38362068965517,0.037538637016932,98.87931034482759,0.9885417571567946,0.0005,108.00860047340393
17,0.05905083959213667,98.23275862068965,0.033236422111151805,98.79310344827586,0.987544031326536,0.0005,110.81477546691895
18,0.053684952094584425,98.46982758620689,0.030260896388088064,98.96551724137932,0.9895039501751528,0.00025,110.20853352546692
19,0.042435015986923424,98.85775862068965,0.02675769459215346,99.13793103448276,0.9912915410729696,0.00025,109.93392324447632
20,0.02824706026987205,99.11637931034483,0.023440591331193996,99.05172413793103,0.9903276582292763,0.00025,114.81871747970581
21,0.038817481410484925,98.96551724137932,0.024365913080340574,99.3103448275862,0.9930199171889627,0.00025,119.47221302986145
22,0.030461532820281093,98.87931034482759,0.021642358509566764,99.48275862068965,0.9948124957221158,0.00025,114.20286202430725
23,0.03823118962501557,98.98706896551724,0.021148902201896597,99.3103448275862,0.9930189576636651,0.00025,107.4769139289856
24,0.03762155069834362,98.87931034482759,0.0212497863870371,99.48275862068965,0.9948124848933966,0.00025,109.84690308570862
25,0.026377698043381376,99.09482758620689,0.026578551233778225,99.22413793103448,0.9921863588010065,0.00025,108.06678175926208
26,0.02614182615263793,99.18103448275862,0.02102757709357759,99.56896551724138,0.9957060298454,0.00025,110.5129623413086
27,0.0370729904321769,98.83620689655173,0.02074764812011914,99.39655172413794,0.9938515734917736,0.00025,108.97575426101685
28,0.030758248131465295,99.26724137931035,0.015966778283874536,99.56896551724138,0.9956430983821404,0.00025,109.21146440505981
29,0.03266431471625953,98.8146551724138,0.023472641109777936,99.3103448275862,0.9930842703311227,0.00025,109.45581793785095
30,0.02484464023135811,99.11637931034483,0.014608623352351373,99.56896551724138,0.9955730507166485,0.000125,110.07177138328552
31,0.02596658334860594,99.11637931034483,0.01680019346611767,99.48275862068965,0.9947471214480841,0.000125,117.71551060676575
32,0.024930775486302143,99.18103448275862,0.017153820537576643,99.56896551724138,0.9957050771856162,0.000125,112.43119835853577
33,0.022092836270568458,99.22413793103448,0.014730367650566943,99.74137931034483,0.9974361130164144,0.000125,112.0221803188324
34,0.018092202889213163,99.35344827586206,0.011418786797881254,99.65517241379311,0.996539845801566,0.000125,108.70444893836975
35,0.018064933116756006,99.46120689655173,0.015188067231792956,99.48275862068965,0.9948097004962492,0.000125,108.42513179779053
36,0.019678267366217715,99.39655172413794,0.014299967640143787,99.65517241379311,0.9965429994943384,0.000125,111.54244756698608
37,0.01991928610305908,99.46120689655173,0.017870481356031035,99.74137931034483,0.9975027362336841,6.25e-05,110.45811676979065
38,0.020127329540653216,99.35344827586206,0.014809575118726633,99.56896551724138,0.9957060251925319,6.25e-05,107.72576093673706
39,0.016504105131175964,99.46120689655173,0.015502202752495892,99.65517241379311,0.9965407543863015,6.25e-05,112.98074579238892
40,0.02047392769616573,99.20258620689656,0.01763181440363606,99.48275862068965,0.9948740714926605,6.25e-05,113.09282660484314
