epoch,train_loss,train_acc,val_loss,val_acc,val_f1,lr,time_s
1,6.193004789023564,29.073275862068964,1.2162809100644343,45.172413793103445,0.3662365486207314,0.0007,79.27434468269348
2,1.025801657808238,44.956896551724135,0.9613789262442753,67.32758620689656,0.6353589866959416,0.0007,79.862713098526
3,0.8574957814709894,48.922413793103445,0.627746791675173,87.84482758620689,0.8727962718446122,0.0007,82.97068929672241
4,0.7867707114795158,57.99568965517241,0.7497068910763182,74.74137931034483,0.695562137448505,0.0007,98.47248339653015
5,0.7804576586032735,56.68103448275862,0.8804233937427915,84.05172413793103,0.8341172369285462,0.0007,106.55946326255798
6,0.7047157227993012,60.38793103448276,0.7955137931067368,83.10344827586206,0.826199658837807,0.0007,101.70121788978577
7,0.695676604221607,58.85775862068966,0.892389598386041,67.06896551724138,0.6392510134485672,0.00035,91.83993983268738
8,0.6638918695778683,62.30603448275862,0.9844223906253946,59.91379310344828,0.5402867192559895,0.00035,88.35866808891296
9,0.6776059395280377,61.03448275862069,1.2024302564818283,49.39655172413793,0.40080730217454935,0.00035,103.56157946586609
10,0.6281955844369428,62.82327586206897,0.9543346606451889,67.32758620689656,0.641297986108885,0.00035,113.1784040927887
11,0.6922969957877849,64.26724137931035,1.015631108448423,58.96551724137931,0.5159223352682392,0.000175,112.56451749801636
