name,val_acc,val_f1,gap,min_recall,score,ms_per_image,img_per_sec,peak_vram_mb,params_million,size_mb
ver1,99.74137931034483,0.9975027362336841,0.1293103448275872,0.9933333333333333,0.9975027362336841,4.2234533819659,236.77306449503837,830.211584,134.284228,537.136912
ver2,99.56896551724138,0.9957730722194,0.10775862068965125,0.99,0.9957730722194,3.1825006008148193,314.21832245498047,830.211584,134.284228,537.136912
ver3,87.84482758620689,0.8727962718446122,0.04310344827587187,0.5833333333333334,0.7644629385112789,3.865523996024296,258.6971393861487,830.211584,134.284228,537.136912
